name,locationName,websiteUrl
Resurgence Brewing Company,Chicago St.,http://www.resurgencebrewing.com
Paci's Dining Room and Lounge,,http://www.pacisdiningroom.com
Trubble Brewing,Broadway,https://www.trubblebrewing.com/
9th St. Nook,,http://www.9thstreetnook.com
Two Brothers Chicken,Woodbridge,https://www.twobrotherschicken.com
Sen Organic Small Plate,,http://www.senorganicsmallplate.com
Taco Rock,Rosslyn,https://thetacorock.com
BOOTSTRAP COFFEE ROASTERS,,https://www.bootstrapcoffeeroasters.com/
Egg Tuck & Bon Bon Tap,Koreatown,http://www.eggtuck.com
Lyles BBQ Company,,https://www.lylesbbqcompany.com
Shelly's Kindred Fare,,http://www.shellyskindredfare.com
Illegal Pete's,Broadway,http://www.illegalpetes.com
Shaker & Peel,,http://www.shakerandpeel
The Ridge Market & Cafe,,https://ridgecafe.com/
Vesta Trattoria And Wine Bar,,https://vestavino.com/
Avenue kitchen + bar,Somerville,http://www.avenuesomerville.com
The Iron Horse,,http://www.theironhorse.com
Pure Project,Bankers Hill,http://www.purebrewing.org
Milwaukee Street Pizza,Janesville,http://www.milwaukeestreetpizza.com
Towne Restaurant,Towne Restaurant,https://www.towneonallen.com
Paragon,,http://www.paragonseattle.com
Gott's Roadside,St. Helena,http://www.gotts.com
Zalat - Demo / Test account,TEST,https://zalatpizza.com/
Groundswell Surf Cafe,,https://www.groundswellsurfcafe.com/
Wokology,,http://wok-ology.com
Scargo Cafe,,http://www.ScargoCafe.com
Lucy's Lounge,Ramada East Syracuse,http://www.syrhotel.com
Bibuta,,https://www.eatbibuta.com/
Soul Bowl,Graze,http://www.soulbowlmn.com
Vistro,,https://vistrorestaurant.com/
Port Edward Restaurant,,https://www.portedward.com
The Kitchen @ Stonebrier,,https://www.thekitchenatsb.com/
Ardent,,http://www.ardentmke.com
Nash's Southern Table and Bar,Nash's Southern Table and Bar,http://www.nashssouthern.com
Mima's 1868 Cuban Cafe,,https://www.mimas1868.com
Tuerta,Tuerta Albuquerque,http://tuertanm.com
Dabomb Sports Grill,Stonecrest/lithonia,http://dabombgrill.com
The Canteen,,https://custerbeacon.com
PORTS Pizzeria,,https://www.portspizzeria.com
Paris Baguette,1022-700 6th Ave,https://www.parisbaguette.com
Steelbound Brewery,Springville,https://www.steelboundevl.com/
Frank's Pizza & Italian Subs,Roanoke,http://www.frankspizzasubs.com
Shine Distillery & Grill,,http://www.shinedistillerygrill.com
Thyme For Lunch,Huebner Road,https://www.thymeforlunchsa.com
VFW Post 1970,West Nashville,https://vfwpost1970.wordpress.com/
The Local,Miramar,https://thelocaljax.com/
The Local,Neptune,https://www.thelocaljax.com/
Malii Thai Kitchen,,http://www.maliinyc.com
Xecora Montebello,Montebello,https://www.xecorarestaurant.com/
LEYE Demo,LAB,https://www.leye.com/
Bandon Coffee Cafe,,http://www.bandoncoffee.com
Red Coach Inn,,https://www.redcoach.com/restaurant/
Hot Lola's,Ballston Quarter,http://www.hotlolaschicken.com
The Coach's Grille,,https://www.thecoachsgrille.com/
Georgian Hall,,http://georgianhall.com/
Olive Pit,Downtown Brea,http://www.olivepitgrill.com
Los Arcos Steak & Lobster,,http://www.losarcossteakhouse.com
Fat Slice Pizza,,https://fatslicepizza.com
Recess STL,,http://recessstl.com/
Nothing But Noodles,Steele Creek Crossing,https://www.nothingbutnoodles.com
Cesarina,,https://cesarinarestaurant.com/
TAP Thai Cuisine,3130 State St,http://www.tapthaicuisine.com
Charge Up,University Co-op Food Court,https://www.chargeupatx.com
Blue Moon Diner,,http://www.bluemoondiner.net
Nasha,,http://www.nashaindia.com/
Spark*d Creative Pastry + Coffee,DECO Food Hall,https://www.SparkdCreativePastry.com
[N7]ice Cream,Store: Plantation,https://www.nicecreamstores.com
Hop Thief TapHouse & Kitchen,,https://hopthieftaphouse.com/
Upper Crust Pizza & Italian Restaurant,,http://www.uppercrustpizzanj.com
Four Stacks Brewing Company,RV,http://fourstacksbrewing.com
2 Home Cooks,,http://www.2homecooks.com
Mae's Sandwich Shop,,http://www.maesmarshfield.com
Atomic Burger,Baton Rouge,http://theatomicburger.com/
Cilantro Noodle,Plaza-Midwood,https://www.cilantronoodle.com/
Egg Harbor Cafe,Alpharetta,https://www.eggharborcafe.com/
The Square Meal,,https://squaremealnj.com/
Painted Taco,Rosemont Taco,https://www.paintedtaco.com/
Channel Club & Tiki Bar,,https://www.channelclubnj.com
Bionic Burger,243 N Main,http://www.bionic-burger.com
Los Tios,Sugar Land,https://www.lostiosrestaurant.com/
The Backstretch,,http://www.thebackstretchbar.com
500F Pizza x Taphouse,,http://500fpizza.com
Space Head,,http://www.space-head.com
Yarmouth House Restaurant,,http://www.yarmouthhouse.com
Athens Burger Bar,"Common Area Market downtown Athens, TX",http://www.commonareamarket.com
Empire Pizza,Newport,http://www.empirepizzabar.com
The Forge Steakhouse,,http://www.TheForgeMorton.com
Flying Sumo,,http://www.flyingsumosushi.com
Iowa Beef Steakhouse,,http://www.iowabeefsteakhouse.com
Carpe Diem Market,1307 N E Sunview Ter. Jensen Beach,http://www.carpediemmarket.com
The Well,,http://www.TheWellLounge.com
Zumi Pizza Company,,http://www.zumipizzas.com
Estefan Kitchen,Orlando,http://estefankitchenorlando.com
1910 Fresh Mexican Kitchen,Austin,http://1910fresh.com
1910 Fresh Mexican,Albert Lea,http://www.1910fresh.com
Local Foods,Upper Kirby,http://www.houstonlocalfoods.com
Tapioca Go,Chesapeake,http://www.tapiocago.online
Pumpernickel + Rye,,http://www.pumpandrye.com
Crust Brothers,"7343 E Shea Blvd, Unit 111",https://www.crustbrotherspizza.com
Walter's303 LOWRY,East Denver (Lowry Town Center),https://www.walters303.com
R&D,,https://www.rdphilly.com/
Poke Poke - Sushi Unrolled,Farmington Hills,http://www.eatpokepoke.com
Slick Mick's Sports Bar & Grill,Niceville,http://www.slickmicksfwb.com
Frothy Monkey,Frothy Monkey,https://www.frothymonkey.com
Button & Co. Bagels - Catering,Catering,http://buttonbagels.com
Swingin Steaks,,https://www.mexicanhatlodge.com
Gott's Roadside,Walnut Creek,http://www.gotts.com
Good Land Wing Co.,Milwaukee,http://www.goodlandwingco.com
Toller Patio Bar,"Dallas, TX",http://www.tollerpatio.com
Plant City Providence,,https://www.matthewkenneycuisine.com/plant-city-pvd
Green District Salads,225 South 5th Street,https://www.gdsalads.com
Pine Valley Market,,http://www.pinevalleymarket.com/
Dotory,,http://www.dotorynyc.com/
Junbi,Rowland Heights,http://www.junbishop.com
benjy's in The Village,,http://www.benjys.com
5 Arch Brewing,,http://www.5archbrewing.com
The Camp Restaurant,,http://www.thecamprestaurant.com
Acadia House Provisions,"Stonington, Maine",http://acadiahouseprovisions.com/
Pho Crimson,Pho Crimson Cafe,http://www.phocrimsoncafe.com
Bamboo - Modern Asian Seafood,Montrose,http://www.bambooseafood.com
Shiloh Food Court,Shiloh's Food Court,https://www.shilohsfoodcourt.com
Maru Sushi,Okemos,https://www.marusushi.com/
Las 3 Marias,,https://las-3-marias.business.site/website/las-3-marias/
McKinley Creekside Cafe,,http://www.mckinleycabins.com
Lucha Cartel,,https://www.luchacartel.com/
Vertigo Fusion Kitchen,Uptown Columbus,https://www.vertigofusionkitchen.com/
Island Ali'i BBQ & Local Food,Island Ali'i Carlsbad,https://www.islandalii.com
YiFang Taiwan Fruit Tea,SD,https://www.toasttab.com/yifang-sd/v2/online-order#!/
Baja Fish Tacos,Santa Ana,http://bajafishtacos.com
Steelbound Brewing,Ellicottville,https://www.steelboundevl.com/
Barking Mad,239 Spectrum Avenue,https://barkingmadcafe.com
Maru Sushi,East Lansing,https://www.marusushi.com/
Texas Meltz,W. Sahara,https://www.texasmeltz.com
Devine Cheese and Wine,,http://www.devinecheeseandwine.com
Red Gravy,Downtown Colorado Springs,http://www.redgravyco.com
Mangoz Grill,,https://www.mangozgrill.com
Greek Palace,,http://greekpalace.com/
95a Bistro & Sushi,Lafayette,https://www.95abistroandsushi.com
The Hub,San Anselmo,https://www.hubsananselmo.com/
Spirit Elephant,,https://www.spiritelephantrestaurant.com
Mr. Wong's Chicken & Rice,Beltline Road,http://www.OriginalCNR.com
Buckland Grill & Pizza,,http://www.bucklandgrillpizza.com
EBC West,West,http://www.ebcwest.com
Georgio's Pizza,South Barrington,https://www.georgiospizza.com
Lost Dog Cafe,McLean,https://www.lostdogcafe.com
Marina Wine,,http://www.marinawine.com
Hub & Spoke Diner,,https://www.hubandspokediner.com
Bonanza Steak & BBQ,,http://www.bonanzasteakandbbq.com
Nortons Main Scoop,,http://www.nortonsmainscoop.com
Pizzabar 141,,http://www.pizzabar141.com
Burger Village,Brooklyn,http://www.burgervillage.com
Pizza Sociale,,http://www.pizzasociale.com
La Latina,Midtown Miami,https://lalatinamiami.com/
LulaBell's Dockside,,http://lulabellsdockside.com/
Bar Lorea,"2004 14th St NW, Washington DC 20009",http://www.barlorea.com
Los Tios,Westheimer,https://www.lostiosrestaurant.com
Donovan's Reef,,http://www.donovansreefbeachbar.com
Sal's Pizza,Crozet Plaza,http://www.salspizzacrozet.com
Cha House Raleigh,Raleigh,http://www.chahouseusa.com
Los Tios,Beechnut,https://www.lostiosrestaurant.com/
Smith's Downtown,,http://www.SmithsDT.com
Verde Latin,,http://www.verdelatin.com/
The Ranch Bar & Grill,,http://www.ranchbargrill.com
Bon Bon's Coffee Company,Dupont,http://www.bonbonscoffee.com
Empire Pizza,Rock Hill,http://empirepizzabar.com
Rothschild's Restaurant,"Corona Del Mar, CA",https://www.rothschildsrestaurant.com
Ziggy’s Kielbasa House,Leander,http://www.ziggysatx.com
Cross Street Chicken and Beer,Convoy St,http://www.crossstreetcnb.com
HoCo Brew Hive,,https://hocobrewhive.com
The Rail House 10803,,http://www.TheRailHouse10803.com
Local Slice Pizza & JuJu's Boba Drinks (during peak times-deliveries may be longer than the given time),Cedar Park,http://www.localsliceaustin.com
Goodfellas Pizzeria - Distillery,,https://www.goodfellaspizzeria.com/
Port Royal,,https://www.portroyal-nbma.com/
Vie,,https://www.vierestaurant.com/
MIRO,,https://www.mirorestaurant.com/
Rosewood Kitchen,608 Mission Ave,http://www.rosewoodkitchen.co
Banks' Kitchen,Porter's Neck,http://www.holtcstore.com
Mario's Famous Pizzeria,,http://www.mariosfamouspizzeria.com
State of Mind Public House and Pizzeria,Downtown Los Altos,http://www.stateofmindpublichouse.com
Build A Burger,,http://www.mycustomburger.com
Nom Nom Banh Mi,2491 Telegraph Ave,http://nomnombanhmi.store/index.html
South Side Kitchen & Pub,,https://www.southsidekp.com
Bon Appetit Caribbean Cuisine,Irvington Location,http://bonappetit1.com
Nestle Toll House Cafe by Chip,Galleria Dallas,https://nestlecafe.com
Capri the Food Island,Capri Kingsport,https://www.caprikingsport.com
The Jefferson Depot,,http://www.thejeffersondepot.com
Buffalo Chip Saloon & Steakhouse,"Cave Creek, Arizona 85331",http://www.buffalochipsaloon.com
Diversion,,http://www.diversioneatery.com
Ezze Pizza,,http://www.ezzepizza.com
Shrimp Basket,Davis Hwy,https://shrimpbasket.com/
Purple Orchid,Downtown,http://www.purpleorchidmiami.com
Metro Center Café,,https://www.cidining.com/
Top Hog BBQ Restaurant,,http://Top-Hog.com
X BAR,,http://www.xbardenver.com
Ed’s Kitchen,,http://www.edskitchencatering.com
Coals,Bayside,http://www.coalsportland.com
My Thai La Habra,,http://mythai90631.com/
La Josie,,https://www.lajosie.com/
Post Office Pies,Avondale,http://www.postofficepies.com
Burger City,Ridgewood,http://www.burgercityli.com
The Urban Deli,,http://www.theurbandelireno.com
Rocky's NY Deli & Italian Catering,,http://www.rockysofsavannah.com
Ling & Louie's Asian Bar and Grill,Scottsdale,https://www.lingandlouies.com
Henry’s Garden Grove,,https://henrysgardengrove.com
Big Hops,Bitters,http://www.bighops.com
Cajun Catch,,http://cajuncatch.com
The Alley Bistro and Wine Bar,,http://www.thealleybistro.com
KoKyu,Southpoint,http://www.kokyubbq.com
Rockmill Brewery,Lancaster,http://www.rockmillbrewery.com
Paris Baguette,Fremont,https://www.parisbaguette.com
Woody's Sports Tavern & Grill,,http://www.woodysportstavern.com/
Colibri Mexican Bistro,Colibri - SF,http://www.colibrimexicanbistro.com/
Greek Xpress,Franklin Square (182 New Hyde Park Rd)),http://www.greekxpress.com
Aziz Maredia’s Test Restaurant,Boston HQ,http://www.fritabatidos.com/
Cafe Bali,,http://www.cafebaliusa.com
Tripping Animals Brewing,Doral,https://www.trippinganimals.com
Annapurna Simply Vegetarian,Hoffman Estates,https://eatannapurna.com/
Lost Boy Cider,,http://www.lostboycider.com
Compass Arena,,http://www.compassarena.com
Ponderosa Steakhouse,Louisville,http://www.pondotogo.com
Herrenhaus Elflein,,https://www.herrenhauswine.com/
Elation Brewing,,https://www.elation.beer
Groove Burgers,Athens,http://www.grooveburgers.com
Greenleaf,,http://www.greenleafmilford.com
TAP The Asian Project,1001 N San Fernando Blvd,https://www.theasianproject.com/
Bao Hiroo,DTLA,https://www.baohiroo.com/
Timberline Craft Kitchen & Cocktails,"Silverthorne, CO",https://www.TimberlineCraftKitchen.com
Big Acai West Des Moines,Valley Junction,https://www.bigacaibowl.com
Egg Harbor Cafe,Lincolnshire,https://www.eggharborcafe.com/
The Wildflower Cafe,,http://www.wildflowermason.com
Made-n-L.A. Food Truck,All over Houston TX,https://www.madenlafoodtruck.com
Ponderosa Steakhouse,Madison,http://www.pondotogo.com
Howell's Kitchen and Bar,,http://howellskitchenbar.com/
Tavern 101,,http://tavern101restaurant.com/
Bar Bandini,,http://www.barbandini.com
Iverstine Butcher,,https://www.iverstinefarms.com/
DeGidio‘s Restaurant & Bar,,https://www.degidios.com/
Stripp'd,,http://www.strippdjuice.com
Greco's New York Pizzeria,,http://www.grecospizza.com
Chop Shop Casual Urban Eatery,CS SOBO,http://www.coloradochopshop.com/
Mägo,,http://www.magorestaurant.com
Paris Baguette,1008-H-Mart Ridgefield,https://www.parisbaguette.com
Dog House,Downtown,http://www.doghousedeli.com
Cafe Dacha,,https://www.cafedacha.com
Dixie Picnic,Lincoln Court Shopping Center,https://www.dixiepicnic.com/
Sky Blossom,Sky Blossom,http://www.skyblossombistro.com
Bacon & Jam,Mount Greenwood,http://www.baconandjamchicago.com
Micho,,http://www.micho_chs.com
Anejo,Hell's Kitchen,http://anejonyc.com
Teresa's Cafe,,http://www.teresas-cafe.com
El Rey Taqueria,Bunker Hill,http://www.elreytaqueria.com
Michael Forbes Grille,,http://www.michaelforbesgrille.com
Sockeye Grill & Brewery,,http://www.sockeyebrew.com
Glow Live Food Cafe,,https://www.glowlivefood.com/
Chow Yum Phat,Perkins Overpass,http://www.chowyumphat.com
Mingle Juice Bar,,http://www.minglejuicebar.com
Buffalo Block Prime Steakhouse at the Rex,,https://buffaloblock.com
Patterson Inn,Capitol Hill,http://www.PattersonInn.com
HEISEI Japanese Restaurant,,http://www.Heiseirestaurant.com
Cachapas y mas,Ridgewood,https://www.cachapasymas.com/
10 PIZZA,City of Falls Church,http://10pizza.online
Santa Barbara Craft Ramen,,http://www.santabarbaracraftramen.com
LaFina,,http://www.lafinarestaurant.com
SchoolHouse 7 Cafe,,http://www.schoolhouse7cafe.com
Derby City Pizza Co.,Fairdale,http://www.derbycitypizza.com
The Rusty Nail,The Rusty Nail,http://www.rustynailnola.com
Broad Leaf Local Beer,,https://broadleafbeer.com/
IDG,Test Lab,https://rokusunset.com
MR C'S RESTAURANT,,http://www.mrcsconcord.com
Thai Esane,,http://www.thaiesane.com
proof.,,http://www.proofct.com
Double Helix Wine & Whiskey Lounge,,http://www.doublehelixwine.com/
"Nonna Rosa Traditional Italian Kitchen, INC",,http://www.nonnarosaskitchen.com
Moo & Brew Restaurant and Bar,,http://www.mooandbrew.com/
Mission Oak Grill,Newburyport,https://missionoakgrill.com
Wiseguys Pizzeria,Alexandria,http://www.wgpizzeria.com
Dear Inga,,https://www.dearinga.com/
Hop Haus Brewing Company,,https://www.hophausbrewing.com
P&C,,https://www.pandcdining.com
Dharani South Indian Cuisine,Morrisville,http://www.dharanirtp.com
Messina,,http://www.messinasocialclub.com
Mezquite Tacos & Fuego,,https://www.mezquitetacos.com/
Off The Stick Fresh Grill,,http://www.offthestick.com
Bel Mare Ristorante,,https://www.belmareristorante.com/
Little Jim Bait and Tackle,Little Jim,https://www.littlejimbaitandtackle.com
Ando Sushi + Bar,,https://andosushi.com/
The Pig & The Pearl,,http://www.thepigandthepearl.com
Courtyard Deli,,http://courtyarddelicafe.com
Galvin's On Main,,http://www.galvinsonmain.com
Hands On Thai & Sushi,Addison,http://www.handson.us
Wildfire Public House,,http://wildfirepublichouse.com/
Fatboys Kitchen and Bar LLC,New London,http://www.fatboyskitchenandbar.com
Lucy's Retired Surfers Bar and Restaurant,Biloxi,http://www.lucyssurf.com
Buta Japanese Ramen,5201 Linda Vista Rd #103,https://buta-japanese-ramen.business.site
"Deutscher Club of Clark, NJ",,https://deutscherclub.us
El Sirenito,El Sirenito,http://www.elsirenitoseattle.com/bienvenido.html
Lui Lui,Nashua,https://www.luilui.com/
Mezza Luna,Allendale,https://www.mezzalunabistro.com/
Rusty Pelican,,http://www.sippinstation.com
U.B. Dogs,The Loop,http://www.ubdogs.com
LaRosa's,,http://www.larosasofandover.com/
La Loteria Taqueria,,http://.laloteriadenver.com
Saigon Cafe,Decatur,http://www.saigoncafeusa.com
USS Chowder Pot IV,,http://www.chowderpothartford.com/
Coastal Kitchen & Daiquiri Bar,,https://www.coastalliny.com/
Phyre Brewery & Tavern,,https://phyre-brewery-and-tavern.business.site/
The Chicken Basket,Wheaton,http://www.chickenbasketwheaton.net
Pho Bowl - Addison,Addison,http://www.phobowlinc.com
Cafe @ Palisades TC,Palisades Tennis Club,http://palisadestennis.com/ptc/
Grove City Brewing & Plum Run Winery,,http://www.grovecitybrewingcompany.com
Taqueria El Fundador,,http://tefphoenix.com/
Pita Potle,,https://www.pitapotle.com/
The Mill Street Tavern,,https://www.themillstreettavern.com/
Sir Walter Coffee,Holly Springs,https://www.sirwaltercoffeekitchen.com/
Stone Mill Bread Co.,,http://www.stonemillbread.net
"Blu, The Restaurant",,http://www.blutherestaurant.com
Grumpy's Bar-B-Que Roadhouse,,https://grumpysbbq.net/
Bella Roma Grill,,http://www.bellaromagrill.com
Sunny's Drive-In,"Lockport, New York",http://www.sunnyslockport.com
Unleavened Fresh Kitchen,University Park,http://unleavened.com/
Rico's Pizzeria,,http://www.ricoswalpole.net
Eureka Springs Coffee House,Historic Downtown,http://www.eurekaspringscoffee.com
Poke Poke - Sushi Unrolled,Troy,http://www.eatpokepoke.com
Centrolina,,http://www.centrolinadc.com
Pizzeria Bardea,DeCo,http://www.pizzeriabardea.com
DB's • Eats & Beats •,,http://www.dbscolumbia.com
Laugh Factory,Hollywood,http://www.laughfactory.com
The Hollywood Hillbilly,Downtown Rogersville TN,http://thehollywoodhillbilly.com/
Happy Creek Coffee & Tea,Training,http://www.happycreekcoffee.com
La Mexicana Restaurant,Montrose,https://www.lamexicanarestaurant.com/
Egg Harbor Cafe,The Glen,https://www.eggharborcafe.com/
Crave,Ansonia CT,http://www.crave102.com
Tony's New York Style Pizza,,http://Tonysnystylepizza.com
Culhane’s Irish Pub,Atlantic Beach (AB),https://www.culhanesirishpub.com
Ogeis Grill,,https://ogeisbargrill.com/
Roots on Railroad,,https://rootsonrailroad.com/
Maru Sushi,Kalamazoo,https://www.marusushi.com/
Cafe Corazon,,http://www.corazonmilwaukee.com
Signature Theatre,,https://www.sigtheatre.org
Seguin Brewing Co,,http://www.seguinbrewing.com
The Farm Table Restaurant,"311 Main Street, Placerville, CA  95667",https://ourfarmtable.com/
Smiley's,,http://www.smileysgolden.com
Racanelli's Pizza,St. Peter's,https://www.racanellis.com
The Hutch,,https://www.thehutchgrafton.com
Goodwood Brewing Company,Louisville,https://www.goodwood.beer/
The Beet Box Cafe,Haleiwa,https://www.thebeetboxcafe.com
Coast,Palladuim,http://www.coasthighpoint.com
Truffles Cafe,Truffles -Bluffton,http://trufflescafe.com/
New Glarus Bakery,,https://www.newglarusbakery.com
En Fuego Cocina Mexicana,Beverly,https://www.eatenfuego.com/
Grown,Connecticut,https://www.grown.org
Pizza Artista,5409 Johnston St,https://www.pizzaartista.com
The Garage Brewery,,http://garage-brewery.com
Golfo Di Napoli Dairy Caffè,Warren,http://www.golfodinapolidairy.com
Twenty Manning Grill,,http://www.twentymanning.com
R&R Seafood Bar,R&R Seafood Bar,http://rrseafoodbar.com
The Green Bowl,,http://www.thegreenbowlny.com
Habana SoCo Restaurant,Habana Restaurant,http://www.HabanaAustin.com
The Village,"Bryan, TX",http://www.thevillagedowntown.com
Bon Bon's Coffee Company,PFW,http://www.bonbonscoffee.com
Neal's Coffee Shop,San Mateo,http://www.nealscoffeeshop.net/
Dandy Lion,,http://www.thedandylioncafe.com
Old King's Coffeehouse,Yarmouth/Hyannis town line,http://www.oldkingscoffeehouse.com
Bin 612,,http://www.eatlocalstarkville.com
Brauer House/BHouse LIVE,,http://Brauerhouse.com
Maru Sushi & Grill,Grand Rapids,https://www.marusushi.com/
El Azteca,Clarksville,http://www.elaztecamd.com
Hopworks Urban Brewery,Powell,https://hopworksbeer.com/
Dirty Root,,http://www.dirty-root.com
Omar's Pizza & Mediterranean Grill,,http://www.omarspmg.com
Scusi,,https://www.scusirestaurants.com/
Mario's Fishbowl,Suncrest,http://www.mariosfishbowl.com
Redbeard's Sports Bar & Grill,Mt. Washington,https://redbeardspgh.com/
"South Beach Takeout, Catering, & Delivery",,http://www.southbeachobx.com
Hopworks Urban Brewery,Williams,https://hopworksbeer.com/
Chef & Somm,,http://chefnsomm.com/
Willy's Mexicana Grill,Demo,https://willys.com/
The Sweet Spot,"Allentown, PA",http://thesweetspot.golf
Brookside Tavern,,http://www.brooksidetavern845.com
Piazza 1909,,https://www.piazza1909.com
Raven’s Nest Coffee House,,https://www.ravensnestcoffeehouse.com/
ita kitchen,,https://www.itakitchen.com/
Gott's Roadside,Marin,http://www.gotts.com
Plan Check Kitchen + Bar,Sawtelle,https://plancheck.com/sawtelle-west-los-angeles/#sawtelle-menu
Harry's Bar & Grill,,https://www.harrysbarboston.com
Cohen's Bagel Company,,http://www.cohensbagelcompany.com
Cafe Vico Restaurant,Fort Lauderdale,http://www.CafeVicoRestaurant.com
Lia's Pizzeria Oceanside,,https://liaspizzeriaoceanside.com/
Piola - SOBE,South Beach,http://www.piola.it/local-miami-beach/cities/display
Wing Maxx of Lake Oconee,of Lake Oconee,https://www.wing-maxx.com
Outerbelt Brewing,,https://www.outerbeltbrewing.com/
Bottoms Up Bar & Grill,,http://www.bottomsuponline.com
Maggi's Pizza & Subs,"Damascus, Maryland",http://www.maggispizzaanddeli.com
The Tavern,State College,http://www.thetavern.com
Souper Subs Cafe,Table Mt,http://www.soupersubs.com/
Racanelli's  Pizza,Delmar,http://www.racanellis.com
Sapphire Fine Food and Fancy Drinks,,http://www.sapphireknoxville.com
Dispensa Italian Charcoal Kitchen,,http://www.dispensasf.com
Greek Xpress,Plainview (437 S Oyster Bay Rd),http://www.greekxpress.com
Gregory's Diner,,https://www.gregorysmiami.com
The Club at Diamond Beach,Wildwood Crest,http://www.theclubatdiamondbeach.com
Carmine's Clamhouse,,https://rosebudrestaurants.com/carmines-gold-coast/
Cafe Pizzaria,,http://www.cafepizzaria.com
Frank's West Ristorante,,https://frankswest.com/rooadmin/
Lemongrass Restaurant & Sake Bar,,http://www.lemongrassnh.net
Emmer & Rye,,https://emmerandrye.com/
September’s Upscale,Rockbrook Village,https://www.septembersupscale.com
Drumconrath Brewing Company,,https://drumconrathbrewing.com/index2.html
Southside Market & BBQ,Bastrop,https://www.southsidemarket.com
Sips Cafe,149 Pattonwood Drive,http://www.sipsrochester.com
Egg Harbor Cafe,Hinsdale,https://www.eggharborcafe.com/
Aurelio's,Lab,https://www.aureliospizza.com/location/homewood/
Casa Del Mar,Norton,https://www.casadelmarnorton.com/
Red South Beach,,https://redsobe.com
El Pitayo Mexican Kitchen,,https://elpitayo.com
Cheesecake Culture,,https://cheesecakeculture.com
Bunker Hill Short Stop,,http://www.bhshortstop.com
Paris Baguette,1020-1270 Lexington,https://www.parisbaguette.com
Pizza Sam's,,http://www.pizzasams.com
Rubicon Deli,Mission Hills,http://www.rubicondeli.com
The Slinger House Pub & Grille,,http://www.theslingerhouse.com
Souper Subs,Oro Dam,http://www.soupersubs.com/
Tap N' Tacos,Coralville,http://tapntacostogo.com
Breakfast Bitch,,http://www.eatbreakfastbitch.com
Spice Room | Neighborhood Indian Bistro,"38th Ave, Denver",https://www.denverspiceroom.com
Mt. Carmel Society Bar,,https://www.mtcarmelclub.com/?fbclid=IwAR1ShqaPryX0Dfcd4UTSrBXC-4qI0NZLG0TuYok6X5kOefmpziphErA0auI
StayNaked Kitchen,,https://www.staynakedkitchen.com
StarBQ House,Johns Creek,https://www.starbqhouse.com
Rock n Roll Sushi,Foley,http://www.rnrsushi.com
Daily Jam,Mill,https://mydailyjam.com
Rumba,,http://www.rumbaonpike.com/
East Ridge Family Restaurant,,http://eastridgerestaurant1.com/index.html
CJ's Brewing Company,,https://www.usahockeyarena.com/cjs
Paris Baguette,1023-990 6th Ave,https://www.parisbaguette.com
Krab Kingz Seafood Indianapolis,Indianapolis,https://krabkingzindy.com/
Society BBQ - The Citadel,,http://www.societybbqmiami.com
Copper State Brewing Co,,https://www.copperstate.beer
Nama,Switch,http://www.namarva.com
Rouge Rabbit,Essen Lane,http://www.rougerabbit.com
Carmella’s Cafe & Dessert Bar,Charleston,http://carmellasdessertbar.com
Giuseppe's Italian Restaurant,,https://www.giuseppes.net
"David's Hamburgers, Mexican Food & Bar",,https://davidshamburgers.com
Il Buco Alimentari,,http://www.ilbuco.com
